Year,Export Amount,Export Value
2012,6.2,مليون دولار
2013,11.6,مليون دولار
2014,10.6,مليون دولار
2015,11.0,مليون دولار
2016,7.1,مليون دولار
2017,11.8,مليون دولار
2018,6.5,مليون دولار
2019,47.8,مليون دولار
2020,81.0,مليون دولار
2021,256.7,مليون دولار
2022,1.0,مليون دولار
