Year,Export Amount,Export Value
2012,6.6,مليون دولار
2013,7.7,مليون دولار
2014,8.7,مليون دولار
2015,7.3,مليون دولار
2016,26.0,مليون دولار
2017,29.2,مليون دولار
2018,11.3,مليون دولار
2019,20.7,مليون دولار
2020,29.0,مليون دولار
2021,35.0,مليون دولار
2022,8.8,مليون دولار
