Year,Export Amount,Export Value
2012,27.7,مليون دولار
2013,10.8,مليون دولار
2014,9.8,مليون دولار
2015,8.5,مليون دولار
2016,8.3,مليون دولار
2017,9.6,مليون دولار
2018,6.7,مليون دولار
2019,11.6,مليون دولار
2020,14.4,مليون دولار
2021,23.2,مليون دولار
2022,2.2,مليون دولار
