Year,Export Amount,Export Value
2012,15.7,مليون دولار
2013,19.2,مليون دولار
2014,20.9,مليون دولار
2015,22.3,مليون دولار
2016,19.2,مليون دولار
2017,20.0,مليون دولار
2018,22.0,مليون دولار
2019,24.9,مليون دولار
2020,40.0,مليون دولار
2021,40.0,مليون دولار
2022,8.8,مليون دولار
