Year,Export Amount,Export Value
2012,35.9,مليون دولار
2013,19.4,مليون دولار
2014,23.4,مليون دولار
2015,16.6,مليون دولار
2016,25.9,مليون دولار
2017,24.4,مليون دولار
2018,18.8,مليون دولار
2019,12.7,مليون دولار
2020,31.3,مليون دولار
2021,13.5,مليون دولار
2022,1.7,مليون دولار
