Year,Export Amount,Export Value
2012,577.5,مليون دولار
2013,740.5,مليون دولار
2014,793.3,مليون دولار
2015,475.4,مليون دولار
2016,390.5,مليون دولار
2017,608.5,مليون دولار
2018,476.1,مليون دولار
2019,400.9,مليون دولار
2020,409.9,مليون دولار
2021,477.3,مليون دولار
2022,86.2,مليون دولار
