Year,Export Amount,Export Value
2012,1.6,مليون دولار
2013,1.6,مليون دولار
2014,3.4,مليون دولار
2015,2.4,مليون دولار
2016,3.7,مليون دولار
2017,5.7,مليون دولار
2018,9.4,مليون دولار
2019,8.4,مليون دولار
2020,13.6,مليون دولار
2021,22.3,مليون دولار
2022,4.7,مليون دولار
