Year,Export Amount,Export Value
2012,703.7,ألف دولار
2013,2.4,مليون دولار
2014,815.3,ألف دولار
2015,1.7,مليون دولار
2016,98.2,ألف دولار
2017,1.3,مليون دولار
2018,1.4,مليون دولار
2019,1.6,مليون دولار
2020,752.9,ألف دولار
2021,659.5,ألف دولار
2022,106.7,ألف دولار
