Year,Export Amount,Export Value
2012,1.8,مليون دولار
2013,720.6,ألف دولار
2014,3.4,مليون دولار
2015,1.8,مليون دولار
2016,1.3,مليون دولار
2017,1.8,مليون دولار
2018,1.4,مليون دولار
2019,2.1,مليون دولار
2020,2.2,مليون دولار
2021,3.0,مليون دولار
2022,324.4,ألف دولار
