Year,Export Amount,Export Value
2012,52.0,مليون دولار
2013,33.8,مليون دولار
2014,30.8,مليون دولار
2015,24.9,مليون دولار
2016,30.3,مليون دولار
2017,29.1,مليون دولار
2018,32.6,مليون دولار
2019,28.7,مليون دولار
2020,36.3,مليون دولار
2021,45.5,مليون دولار
2022,11.9,مليون دولار
