Year,Export Amount,Export Value
2012,44.0,مليون دولار
2013,66.0,مليون دولار
2014,100.3,مليون دولار
2015,55.7,مليون دولار
2016,40.5,مليون دولار
2017,59.0,مليون دولار
2018,60.8,مليون دولار
2019,124.5,مليون دولار
2020,144.6,مليون دولار
2021,197.8,مليون دولار
2022,44.9,مليون دولار
