Year,Export Amount,Export Value
2012,6.1,مليون دولار
2013,6.1,مليون دولار
2014,5.6,مليون دولار
2015,3.6,مليون دولار
2016,11.9,مليون دولار
2017,13.0,مليون دولار
2018,8.7,مليون دولار
2019,18.4,مليون دولار
2020,10.1,مليون دولار
2021,12.0,مليون دولار
2022,2.0,مليون دولار
