Year,Export Amount,Export Value
2012,4.5,مليون دولار
2013,4.9,مليون دولار
2014,4.6,مليون دولار
2015,6.3,مليون دولار
2016,7.2,مليون دولار
2017,7.8,مليون دولار
2018,7.7,مليون دولار
2019,10.1,مليون دولار
2020,10.3,مليون دولار
2021,18.6,مليون دولار
2022,3.6,مليون دولار
