Year,Export Amount,Export Value
2012,1.4,مليار دولار
2013,1.6,مليار دولار
2014,1.4,مليار دولار
2015,1.2,مليار دولار
2016,1.4,مليار دولار
2017,2.4,مليار دولار
2018,1.9,مليار دولار
2019,1.7,مليار دولار
2020,1.6,مليار دولار
2021,2.8,مليار دولار
2022,972.1,مليون دولار
