Year,Export Amount,Export Value
2012,1.8,مليون دولار
2013,1.7,مليون دولار
2014,1.6,مليون دولار
2015,2.0,مليون دولار
2016,2.1,مليون دولار
2017,2.0,مليون دولار
2018,3.0,مليون دولار
2019,3.0,مليون دولار
2020,4.1,مليون دولار
2021,11.1,مليون دولار
2022,2.0,مليون دولار
