Year,Export Amount,Export Value
2012,226.1,مليون دولار
2013,268.5,مليون دولار
2014,357.8,مليون دولار
2015,334.2,مليون دولار
2016,282.7,مليون دولار
2017,393.2,مليون دولار
2018,402.9,مليون دولار
2019,368.5,مليون دولار
2020,406.9,مليون دولار
2021,479.0,مليون دولار
2022,133.1,مليون دولار
