Year,Export Amount,Export Value
2012,271.2,ألف دولار
2013,238.8,ألف دولار
2014,110.4,ألف دولار
2015,42.8,ألف دولار
2016,58.3,ألف دولار
2017,0.0,
2018,0.0,
2019,11.9,ألف دولار
2020,1.5,مليون دولار
2021,243.7,ألف دولار
2022,37.5,ألف دولار
