Year,Export Amount,Export Value
2012,0.0,
2013,0.0,
2014,0.0,
2015,0.0,
2016,0.0,
2017,62.9,ألف دولار
2018,84.8,ألف دولار
2019,7.6,ألف دولار
2020,390.6,ألف دولار
2021,130.6,ألف دولار
2022,48.4,ألف دولار
