Year,Export Amount,Export Value
2012,7.0,مليون دولار
2013,8.7,مليون دولار
2014,13.0,مليون دولار
2015,16.7,مليون دولار
2016,13.4,مليون دولار
2017,11.0,مليون دولار
2018,12.5,مليون دولار
2019,17.8,مليون دولار
2020,16.1,مليون دولار
2021,124.3,مليون دولار
2022,11.8,مليون دولار
