Year,Export Amount,Export Value
2012,222.2,مليون دولار
2013,176.4,مليون دولار
2014,162.4,مليون دولار
2015,94.8,مليون دولار
2016,98.5,مليون دولار
2017,139.4,مليون دولار
2018,262.2,مليون دولار
2019,185.3,مليون دولار
2020,207.7,مليون دولار
2021,407.7,مليون دولار
2022,26.7,مليون دولار
