Year,Export Amount,Export Value
2012,392.8,مليون دولار
2013,291.2,مليون دولار
2014,220.8,مليون دولار
2015,174.6,مليون دولار
2016,174.4,مليون دولار
2017,296.3,مليون دولار
2018,303.6,مليون دولار
2019,461.1,مليون دولار
2020,595.3,مليون دولار
2021,1.4,مليار دولار
2022,550.9,مليون دولار
