Year,Export Amount,Export Value
2012,1.2,مليون دولار
2013,8.1,مليون دولار
2014,2.9,مليون دولار
2015,5.2,مليون دولار
2016,4.3,مليون دولار
2017,4.0,مليون دولار
2018,0.0,
2019,3.0,مليون دولار
2020,3.5,مليون دولار
2021,5.4,مليون دولار
2022,622.9,ألف دولار
