Year,Export Amount,Export Value
2012,61.4,مليون دولار
2013,28.9,مليون دولار
2014,42.6,مليون دولار
2015,40.7,مليون دولار
2016,31.0,مليون دولار
2017,43.9,مليون دولار
2018,48.0,مليون دولار
2019,122.7,مليون دولار
2020,371.7,مليون دولار
2021,630.2,مليون دولار
2022,175.7,مليون دولار
